NE,tDate,jobId,sItem,iValue
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd18.max,19
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd13.max,371
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd20.min,20
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,158
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd1.min,99
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd27.min,160
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd28.max,16
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,166
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd12.max,19
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd28.min,16
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd19.max,132
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd19.min,132
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,85
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,18
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd23.min,128
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd22.max,42
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd12.min,19
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,24
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,128
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,20
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd25.min,60
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,204
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd8.max,146
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd23.max,128
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,99
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,16
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd14.min,79
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd22.min,42
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,19
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd2.min,204
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd15.min,83
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd8.min,146
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd21.min,85
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd21.max,85
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd31.min,190
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd24.min,18
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,83
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,60
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd2.max,204
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd29.min,268
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd10.min,24
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd3.max,79
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd6.min,127
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,268
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd3.min,79
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,19
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd26.min,264
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd11.max,312
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd25.max,60
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd17.max,68
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd29.max,268
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,79
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd13.min,371
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,371
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd24.max,18
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd6.max,127
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd31.max,190
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd16.min,158
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd26.max,264
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,264
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,127
CUDB04,2015-09-08 05:15:08,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd1.max,266
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd7.min,280
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd32.max,178
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,311
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd5.min,278
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,212
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd7.max,297
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,346
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd16.max,196
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,418
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd5.max,297
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,280
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd11.min,311
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd10.max,165
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,231
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd17.min,189
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,176
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd30.min,209
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd32.min,168
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,149
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd15.max,293
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd9.max,225
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd18.min,142
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,150
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,168
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd27.max,444
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd30.max,222
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd14.max,188
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,278
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd4.max,159
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd9.min,212
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd4.min,150
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,189
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,142
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd20.max,166
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd18.max,150
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd13.max,320
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd20.min,155
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,185
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd1.min,250
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd27.min,418
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd28.max,197
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,280
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd12.max,114
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd28.min,185
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd19.max,368
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd19.min,346
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,390
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,153
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd23.min,247
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd22.max,188
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd12.min,107
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,155
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,247
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,155
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd25.min,415
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,187
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd8.max,160
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd23.max,262
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,250
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,185
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd14.min,176
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd22.min,176
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,107
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd2.min,187
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd15.min,276
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd8.min,149
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd21.min,390
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd21.max,415
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd31.min,231
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd24.min,153
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,276
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,415
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd2.max,198
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd29.min,438
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd10.min,155
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd3.max,297
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd6.min,238
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,438
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd3.min,280
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,209
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd26.min,197
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd11.max,330
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd25.max,441
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd17.max,202
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd29.max,466
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,176
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd13.min,301
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,301
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd24.max,164
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd6.max,254
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd31.max,246
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd16.min,185
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd26.max,210
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,197
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,238
CUDB04,2015-09-08 12:00:04,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd1.max,271
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd7.min,303
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd32.max,181
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,337
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd5.min,302
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,229
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd7.max,303
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,376
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd16.max,200
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,454
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd5.max,302
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,304
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd11.min,337
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd10.max,167
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,250
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd17.min,204
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,189
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd30.min,225
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd32.min,181
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,161
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd15.max,300
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd9.max,229
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd18.min,153
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,161
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,181
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd27.max,454
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd30.max,225
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd14.max,190
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,302
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd4.max,161
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd9.min,229
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd4.min,161
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,204
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,153
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd20.max,167
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd18.max,153
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd13.max,326
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd20.min,167
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,200
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd1.min,271
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd27.min,454
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd28.max,200
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,303
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd12.max,116
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd28.min,200
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd19.max,376
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd19.min,376
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,424
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,165
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd23.min,267
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd22.max,189
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd12.min,116
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,167
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,267
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,167
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd25.min,451
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,202
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd8.max,161
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd23.max,267
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,271
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,200
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd14.min,190
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd22.min,189
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,116
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd2.min,202
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd15.min,300
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd8.min,161
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd21.min,424
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd21.max,424
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd31.min,250
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd24.min,165
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,300
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,451
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd2.max,202
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd29.min,476
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd10.min,167
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd3.max,304
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd6.min,257
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,476
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd3.min,304
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,225
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd26.min,213
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd11.max,337
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd25.max,451
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd17.max,204
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd29.max,476
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,190
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd13.min,326
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,326
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd24.max,165
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd6.max,257
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd31.max,250
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd16.min,200
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd26.max,213
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,213
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,257
CUDB04,2015-09-08 11:30:03,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd1.max,77
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd7.min,56
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd32.max,74
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,64
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd5.min,37
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,89
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd7.max,59
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,84
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd16.max,124
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,22
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd5.max,39
CUDB04,2015-09-08 02:30:06,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,32
