NE,tDate,jobId,sItem,iValue
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,69
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd2.max,71
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd29.min,61
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd10.min,80
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd3.max,75
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd6.min,71
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,62
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd3.min,71
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,71
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd26.min,74
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd11.max,73
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd25.max,72
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd17.max,78
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd29.max,64
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,76
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd13.min,68
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,70
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd24.max,76
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd6.max,75
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd31.max,74
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd16.min,80
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd26.max,78
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,76
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,73
CUDB03,2015-09-08 02:45:03,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.max,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.min,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd32.max,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,71
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd5.min,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,74
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.max,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.max,82
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,67
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd5.max,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,73
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd11.min,71
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.max,81
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.min,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,65
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd30.min,70
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd32.min,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,83
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.max,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd9.max,74
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.min,82
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,64
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.max,67
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd30.max,70
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.max,76
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd4.max,64
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd9.min,74
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd4.min,64
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,82
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.max,78
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd18.max,82
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.max,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.min,78
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,82
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.min,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd27.min,67
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.max,70
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.max,81
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.min,70
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.max,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd19.min,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.min,78
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.max,65
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.min,81
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,81
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,78
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,78
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.min,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.max,83
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd23.max,78
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,70
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.min,76
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd22.min,65
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,81
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.min,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.min,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd8.min,83
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.min,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd21.max,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.min,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.min,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd2.max,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.min,62
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd10.min,81
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd3.max,73
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd6.min,73
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,62
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd3.min,73
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,70
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd26.min,76
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd11.max,71
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd25.max,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd17.max,75
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd29.max,62
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,76
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.min,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,69
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd24.max,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd6.max,73
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd31.max,72
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd16.min,82
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd26.max,76
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,76
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,73
CUDB03,2015-09-08 03:00:07,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd1.max,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd7.min,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd32.max,76
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,71
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd5.min,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,74
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd7.max,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,74
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd16.max,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,67
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd5.max,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd11.min,71
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd10.max,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd17.min,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,66
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd30.min,71
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd32.min,76
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,83
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd15.max,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd9.max,74
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd18.min,82
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,64
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,76
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd27.max,67
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd30.max,71
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd14.max,76
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd4.max,64
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd9.min,74
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd4.min,64
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,82
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd20.max,79
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd18.max,82
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd13.max,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd20.min,79
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd1.min,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd27.min,67
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd28.max,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd12.max,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd28.min,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd19.max,74
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd19.min,74
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,73
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd23.min,78
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd22.max,66
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd12.min,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd10.actual,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd23.actual,78
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd20.actual,79
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd25.min,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd34.min,-2
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd33.max,-2
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd2.actual,68
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd8.max,83
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd23.max,78
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd1.actual,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd28.actual,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd14.min,76
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd22.min,66
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd12.actual,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd2.min,68
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd15.min,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd8.min,83
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd21.min,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd21.max,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd31.min,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd24.min,73
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd15.actual,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd25.actual,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd2.max,68
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd29.min,62
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd10.min,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd3.max,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd6.min,73
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd29.actual,62
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd3.min,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd30.actual,71
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd26.min,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd11.max,71
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd25.max,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd17.max,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd29.max,62
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd14.actual,76
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd13.min,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd13.actual,69
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd24.max,73
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd34.max,-2
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd6.max,73
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd31.max,72
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd16.min,81
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd33.min,-2
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd26.max,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd26.actual,75
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd6.actual,73
CUDB03,2015-09-08 03:15:07,LdapFrontEnds,ldapTpsAtFrontEnd33.actual,-2
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd1.max,76
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd7.min,5
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd32.max,77
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd11.actual,33
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd5.min,6
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd34.actual,-2
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd9.actual,20
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd7.max,70
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd19.actual,19
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd16.max,83
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd27.actual,30
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd5.max,73
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd3.actual,24
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd11.min,5
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd10.max,83
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd31.actual,20
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd17.min,5
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd22.actual,15
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd30.min,6
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd32.min,7
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd8.actual,21
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd15.max,70
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd9.max,75
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd18.min,9
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd4.actual,35
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd32.actual,25
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd27.max,68
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd30.max,71
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd14.max,78
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd5.actual,20
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd4.max,65
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd9.min,7
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd4.min,8
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd17.actual,25
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd18.actual,39
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd20.max,80
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd18.max,83
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd13.max,70
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd20.min,4
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd16.actual,29
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd1.min,7
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd27.min,10
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd28.max,71
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd7.actual,19
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd12.max,82
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd28.min,4
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd19.max,76
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd19.min,5
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd21.actual,19
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd24.actual,20
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd23.min,8
CUDB03,2015-09-08 03:30:07,LdapFrontEnds,ldapTpsAtFrontEnd22.max,67
